obj_id,spec_obj_id,u,g,r,i,z,redshift,class,split
1237651496834171392,4152570458188044288,23.94785,22.08471,20.56681,19.76796,19.38744,0.4732546,GALAXY,train
1237673704508162048,9337354407636129792,22.30472,21.95655,21.92947,21.30479,21.06019,0.662667,GALAXY,train
1237678825175974144,4864054272457988096,20.85451,18.58327,17.32556,16.75266,16.30568,0.1522064,GALAXY,train
1237678825168570112,1.2739769517754e+19,26.14354,23.46506,21.72254,20.50595,19.75016,0.6183938,GALAXY,train
1.23765554967e+18,391897858011326464,18.40026,17.23854,16.76752,16.62156,16.53138,-0.0001515065,STAR,train
1237678825174925568,4862906375825807360,23.2814,20.55934,18.95243,18.2704,17.89017,0.2459236,GALAXY,train
1237665530650493952,4583784906321319936,23.41119,21.35553,20.05849,19.99687,20.12966,3.65871,QSO,train
1237651714262827520,6790481110998734848,24.64737,21.42044,19.55645,18.81071,18.32191,0.4131355,GALAXY,train
1237669682258641664,12708203089129396224,22.96476,23.76735,23.28537,21.53429,19.84947,1.077178,GALAXY,test
1237679255201448448,7932196126371108864,24.84305,21.77806,20.20935,19.34472,18.88005,0.5136483,GALAXY,train
1237679255201514240,8910480562520872960,24.58672,23.50646,22.06812,20.95048,19.96081,1.001048,QSO,train
1237679255201710336,7932232410254825472,24.83204,22.88612,21.20354,20.19754,19.70875,0.509045,GALAXY,test
1237661971183370496,6067588772182382592,22.0312,21.23471,20.20589,19.51743,19.01565,0.5045157,GALAXY,test
1237657070090256384,458260259195086848,18.75575,17.61336,17.07835,16.7257,16.55482,0.1240688,GALAXY,train
1237657070090780672,4109631779857782784,25.36337,24.59883,21.34443,19.95307,19.34295,0.7831176,GALAXY,train
1237680331634246144,8676351660107520000,20.24314,19.76427,18.72863,18.24329,17.69205,0.288369,QSO,train
1237660962934620416,11998973829307455488,22.2958,22.14278,21.91584,21.55087,21.64467,1.314313,QSO,train
1237661362372870144,8363327558306256896,20.11217,18.78758,18.21146,17.96162,17.89383,-0.0003020352,STAR,train
1237661362379030784,3834844028269076480,19.52471,18.21284,17.68404,17.49435,17.42382,-0.000219953,STAR,train
1237661362375688448,6818519757035427840,21.57603,18.77695,17.51309,17.05449,16.78833,-0.0001035729,STAR,train
1237680276868301056,8668479981469587456,21.40428,19.76679,18.70087,18.22485,17.85433,0.1261942,GALAXY,train
1237673703970373888,855783472986351616,22.31102,20.39363,18.69852,18.03756,17.52985,0.3751344,GALAXY,train
1237673703966769664,1951351165690079232,20.86711,18.83136,17.65583,17.17051,16.84097,0.1673405,GALAXY,test
1237653665251328512,4293273866028210176,20.89256,20.27483,20.18855,19.97497,19.97419,2.38035,QSO,train
1237655503494710272,9603068170979268608,22.63765,22.23151,21.96116,21.4667,21.69889,1.756201,QSO,test
1237660962936521216,3332686340763445248,20.81899,20.57924,20.16622,19.97892,19.9298,0.5071033,GALAXY,train
1237648703515657216,4545264340589369344,25.16451,22.44829,20.98276,19.7916,19.56565,0.5572296,GALAXY,train
1237648703523193600,4519432964145436672,24.28837,21.95099,20.42014,19.31864,18.57924,0.0001090763,STAR,train
1237667211065491712,7286883952329250816,24.96729,21.43921,19.64857,18.80323,18.35327,0.4750046,GALAXY,train
1237659324950839552,1315127003313104896,23.20672,20.36075,18.55233,17.99782,17.67714,0.31747,GALAXY,train
1237659324951953664,1316251804077418496,19.37956,18.06989,17.23794,16.79394,16.54634,0.1431649,GALAXY,train
1237659324944417536,1307216016681494528,24.16087,21.00677,19.10092,18.41546,18.03473,0.4127876,GALAXY,test
1237648722814895104,5342536993820923904,21.16319,20.60349,20.54714,20.6117,20.28012,2.393089,QSO,train
1237661966887944448,9420459071017080832,20.74088,20.48072,20.36888,20.25511,20.21526,1.931121,QSO,train
1237657627913551872,987417281434773504,20.26975,18.32542,17.26974,16.79675,16.41311,0.1195713,GALAXY,test
1237657627905753344,1058439690593527808,20.69218,18.65103,17.24295,16.71721,16.34498,0.240948,GALAXY,train
1237655126078652416,5367206462241396736,24.64866,20.67543,19.10206,18.24501,17.79851,0.4616118,GALAXY,train
1237679255202628096,7934403945635796992,26.19481,21.74196,20.48501,19.35575,18.90238,0.5925883,GALAXY,train
1237668296592457728,2937506192273991680,20.45478,18.4266,17.39784,16.93653,16.5623,0.1112812,GALAXY,test
1237680504504714752,8680921517205510144,23.79871,22.05317,20.97037,20.51516,19.99905,-0.0002080884,STAR,test
1237660343401512960,3596155169865310208,17.83126,16.68688,16.23816,16.04519,15.92362,-0.0006363715,STAR,train
1237660343391224320,11998939194691180544,21.64714,21.49708,21.12995,21.06894,20.79362,0.9088166,QSO,train
1237668504368906752,7105592078521096192,23.71123,21.4001,19.80962,18.88923,18.49695,0.6241618,GALAXY,train
1237655107294593280,3568049453434773504,23.00298,20.98087,19.55875,18.89846,18.46903,-0.0002590955,STAR,train
1237655107293348096,8215920436762138624,22.22582,21.35744,21.12819,21.00994,20.82194,1.490184,GALAXY,test
1237678847179360000,4592598311668832256,22.41515,20.50205,19.57987,18.84702,18.48479,-0.0002028966,STAR,train
1237678847184733440,4610573130007861248,23.54819,23.07024,21.47129,20.21299,19.76414,0.5920544,GALAXY,train
1237678825170470144,4597217086447835136,26.08472,20.3638,18.70815,18.11776,17.66608,0.3044784,GALAXY,train
1237663457779451392,10387714297656793088,22.22345,22.63817,20.83987,20.48787,20.88258,0.7330958,GALAXY,test
1237667254531588608,5827911734497925120,22.58534,21.59428,20.33231,19.48031,19.00719,0.5284024,GALAXY,train
1237667254531654400,5826674229698123776,23.74165,22.06126,20.55487,19.72544,19.26788,0.0,GALAXY,train
1237657190909215232,4039858145342019584,22.65427,21.80126,21.7606,21.80491,21.61579,2.207779,QSO,test
1237649961383559424,2330681039447418880,21.26758,19.99301,20.1009,20.25222,20.22701,-0.0001509773,STAR,train
1237680276867318016,7094435610522572800,21.86271,20.11865,18.52293,17.90129,17.43633,0.2790222,GALAXY,train
1237679323395850496,7940067804354729984,22.99793,20.39674,18.77288,18.11359,17.60213,0.2219701,GALAXY,train
1237650371559620608,377296349114165248,17.31602,15.96018,15.45811,15.21478,15.0499,0.0229517,GALAXY,train
1237650371562111232,380688612229933056,20.26065,18.44077,17.59972,17.23049,16.93046,0.08767879,GALAXY,test
1237655347813548544,9466576169564657664,24.59432,22.48555,21.06438,20.37712,20.00214,-0.0003328535,STAR,train
1237658204519268864,9569108095323625472,23.09001,21.86081,21.38076,21.1199,21.28721,-0.0006472376,STAR,train
1237648721759699456,4316957354577123328,22.54634,22.68814,21.40125,20.10578,19.99403,0.7099011,GALAXY,train
1237648721756946688,306365203749038080,19.45276,18.08233,17.40516,17.01789,16.76619,0.0944031,GALAXY,train
1237679079128498432,7923190576266369024,21.95018,21.9981,20.52588,19.68599,19.10187,0.4466081,GALAXY,train
1237660764834431232,1425465193814583296,19.54504,18.03245,16.93906,16.47086,16.15016,0.2013847,GALAXY,train
1237660764835677184,5022849589931431936,20.44107,20.19396,18.50115,17.80041,18.15865,0.5752079,GALAXY,train
1237658203421410304,9975490067303782400,24.08318,22.99672,21.58772,20.37369,19.57808,0.7474722,GALAXY,test
1237658203421737472,5188153193134315520,23.36333,22.33543,20.5137,19.62438,19.2122,0.5063374,GALAXY,test
1237680284924576768,8657242150835345408,27.14988,22.64434,21.28514,20.24047,19.12199,1.04452,GALAXY,train
1237657070089470976,4770439646466562048,24.7782,22.99689,21.18919,20.08198,19.51207,0.6230634,GALAXY,train
1237680331635950848,7081039985751906304,23.8283,22.30527,20.53341,19.58849,19.00445,0.4874547,GALAXY,train
1237680331636540160,8671891773482883072,24.28782,22.41286,20.71919,20.05193,19.56789,0.3963942,GALAXY,test
1237680331637981952,8669694674355902464,22.93494,22.33098,21.29401,20.49439,20.03038,0.5918522,GALAXY,test
1237660962942944000,9945115789094049792,23.3088,22.05716,21.46462,21.21812,21.33303,1.444627,QSO,train
1237661362378178560,3834911648234184704,18.82369,17.07853,16.33372,16.03359,15.87293,6.961786e-06,STAR,train
1237661362369331456,8346474793630193664,22.63719,22.33022,21.32164,21.13214,20.72917,0.476431,GALAXY,train
1237658493342449664,3213414066802419712,18.92152,17.50894,16.97371,16.79354,16.69094,0.0003001896,STAR,test
1237658493351035136,6051982579351181312,21.85679,21.09704,20.90276,21.12355,20.91128,-0.0004147537,STAR,test
1237659324959031552,1323004730254845952,19.18731,18.19026,17.78127,17.43164,17.33937,0.08589727,GALAXY,train
1237659324960080384,1324118810411689984,19.11899,17.87773,17.34609,17.01739,16.81758,0.06308793,GALAXY,train
1237651496831943424,7193637943046854656,23.66925,22.24519,20.32199,19.39523,18.99956,0.5524681,GALAXY,train
1237651496831746816,4141301562424449024,22.78517,22.17071,20.588,19.75222,19.16282,0.4517762,GALAXY,train
1237651496832270848,4150215853953275904,23.28395,22.09928,20.78414,19.76526,19.17583,0.0002198917,STAR,train
1237678600240432128,1.2451459978661e+19,24.30769,27.21041,21.81813,20.51812,19.50887,0.9231831,GALAXY,train
1237661137957028352,11517074380292380672,22.93153,22.38854,22.04977,21.83735,22.09852,1.427077,QSO,test
1237662306189902336,5306534862509070336,25.70818,22.57108,20.73989,19.58654,19.18055,0.6460937,GALAXY,train
1237665537619132928,4575672154843273216,20.79993,20.13425,20.15866,20.13617,20.01659,2.385207,QSO,train
1237668294444449792,2794633172409673728,20.17952,18.38499,17.17523,16.70636,16.36187,0.1795399,GALAXY,train
1237678825708519936,12749896844362143744,20.37485,19.80434,19.23432,19.1144,19.02688,1.127751,QSO,train
1237664877804585984,1.1743399498223e+19,25.43769,22.10707,21.63473,20.52034,20.77542,0.8896702,GALAXY,train
1237670964846723072,2739327731576629248,16.00563,15.07694,14.71387,14.55131,14.41662,0.01646783,GALAXY,train
1237678847185519616,5702706489065756672,24.5298,22.09794,20.40251,19.54888,19.1085,0.4680638,GALAXY,train
1237657070091108608,1204734109390235648,19.68283,18.32378,18.11676,18.10772,17.83993,0.02827408,GALAXY,train
1237678825168896256,4590529580507617280,22.32395,20.95749,19.71659,18.82068,18.3555,0.5691267,GALAXY,test
1237668296602157312,2974628174635231232,19.31975,17.71708,16.86189,16.40628,16.09668,0.08072413,GALAXY,test
1237680504505500672,8041252561393833984,21.52426,20.35285,20.1727,20.01936,19.92893,-0.0006174713,STAR,train
1237671166169055488,3028835746799708160,19.52437,17.69203,16.9579,16.64088,16.50463,0.0005585784,STAR,train
1237650371557523712,4252713976188917760,22.70568,21.84441,20.46912,19.34538,18.8508,0.5566186,GALAXY,train
1237680276868105216,7094540339005118464,27.17878,23.09169,20.23069,19.21391,18.81436,0.5028999,GALAXY,test
1237667209984017408,11792853332015732736,22.86532,23.25729,22.64897,21.58614,22.07163,0.8278965,GALAXY,train
1237679255202365952,7933353637086255104,22.75198,21.03642,19.38905,18.66906,18.26608,0.4092844,GALAXY,test
1237668296597438464,2929715322271328256,19.59518,17.75444,16.8452,16.4328,16.06511,0.07844651,GALAXY,test
1237660958103568384,10081407396713093120,25.09632,23.15059,22.82745,21.84486,21.13261,0.7855256,GALAXY,train
1237663457779386112,10336009488633714688,23.28525,22.85962,21.2038,20.05796,19.36046,0.6024945,GALAXY,test
1237667254532112640,5826728380645791744,21.60728,19.47742,18.01977,17.45568,17.06115,0.3063861,GALAXY,train
1237657190900695296,10307758092985849856,24.54122,24.75902,23.35447,20.6632,18.81916,2.244912e-05,STAR,train
1237668331487887360,3090640120366262272,18.45369,17.11275,16.39688,15.95567,15.68303,0.09987195,GALAXY,test
1237668331498701312,5863906992838694912,23.21323,22.15326,20.42295,19.56729,19.0851,0.4662998,GALAXY,train
1237658204518744064,7600000399870023680,22.26171,19.61222,19.38468,19.49985,19.45478,2.999444,QSO,train
1237650371556409344,373890068248553472,17.89129,16.54366,15.99128,15.66203,15.44423,0.05176174,GALAXY,train
1237650371544875520,4244797492871583744,24.73443,21.57527,19.84823,18.99345,18.50963,0.4764905,GALAXY,train
1237652944232710400,2209090714611063808,20.75396,19.71533,19.41955,19.32939,19.3555,-0.0005995909,STAR,test
1237649961383756032,2330650802877655040,20.29541,19.37658,19.08551,18.9575,18.83989,-0.0004644247,STAR,test
1237661362375688704,9571459127538112512,22.91961,21.18327,20.96478,20.95057,21.0269,2.816015,QSO,train
1237680276871512576,8033334428356073472,23.32775,20.42554,18.73163,18.17264,17.78623,0.3255499,GALAXY,train
1237680276872036864,7066376893818492928,26.18249,22.0837,20.38976,19.57687,19.16156,0.4604228,GALAXY,test
1237679318015148544,6926750185323517952,23.91947,21.55543,19.66243,18.91918,18.3266,0.454669,GALAXY,train
1237662337871315456,4707537139470194688,23.44526,21.6924,21.47928,21.72371,21.42836,2.271515,QSO,train
1237659161204031744,5844782363419367424,21.08707,19.13038,17.78222,17.28643,16.98402,0.2040621,GALAXY,train
1237657070091699200,4773817070923307008,25.82373,22.67386,20.92049,19.82458,19.24239,0.5658268,GALAXY,train
1237657070089601536,4771646634970077184,22.37796,21.83362,20.36582,19.54846,19.16397,0.4596172,GALAXY,train
1237657070091436800,8260790400438261760,24.13917,22.43981,21.87974,21.95267,22.16594,0.1703438,GALAXY,test
1237661362377720064,1571917675494402048,19.38461,18.48062,17.64685,17.51499,17.06081,0.2683275,QSO,test
1237651496835481856,8193284511104260096,21.35884,19.45654,18.43618,17.98541,17.7019,0.1192098,GALAXY,test
1237680508259009024,8732576025534552064,20.3324,19.31411,19.00892,18.84615,18.81172,-0.0007381341,STAR,train
1237680504500127488,8604275100769081344,21.98783,21.69567,21.56971,21.46973,20.97115,1.45103,QSO,train
1237661384389492992,5210704446011758592,22.05178,19.95887,18.44306,17.81753,17.31094,0.3154469,GALAXY,train
1237657627902542080,3545533928947425280,19.758,18.62218,18.19582,18.04384,18.01715,-5.942533e-06,STAR,train
1237678880501531392,4890038200184363008,22.0327,22.09902,20.60225,19.57129,19.0995,0.5950719,GALAXY,train
1237655126093398272,962793993777735680,19.39347,17.49932,16.54327,16.13115,15.80222,0.07954788,GALAXY,train
1237655126077014272,5369656998530144256,21.9692,19.56803,18.04698,17.47459,17.15054,0.2545276,GALAXY,train
1237655126077407488,942476397765486592,20.86701,19.01777,17.61114,17.08546,16.69724,0.2379555,GALAXY,train
1237679478011200000,8576120994250643456,20.94432,20.67733,20.54402,20.34501,20.11674,1.505385,QSO,train
1237655347819446528,3859701512422924288,22.91101,20.28328,18.69505,17.90446,17.39483,-0.001051407,STAR,test
1237660962937438464,5838973648053229568,19.71074,18.83678,18.52088,18.39939,18.37252,0.0005825278,STAR,train
1237660962937569536,11527087627888252928,21.30701,21.25917,20.78964,20.66875,20.84806,1.152146,QSO,train
1237672026236322304,2876716664735426560,17.59642,15.90912,15.12804,14.74909,14.52257,-0.0002595219,STAR,train
1237667254532243968,10768297605459105792,22.81829,22.45106,21.95905,21.3121,20.68867,0.9361485,GALAXY,train
1237667430096699392,10827841937018738688,21.82268,21.1653,20.56302,19.93826,19.82772,0.8603144,GALAXY,train
1237667430101025536,7277838819034159104,22.82686,21.78667,20.02194,19.00016,18.5707,0.5619115,GALAXY,test
1237660343390896384,11998813025731893248,20.16967,20.08836,19.9678,19.6646,19.6497,1.73551,QSO,train
1237659324941992448,7661780585103513600,25.63531,21.58902,20.31281,19.48949,19.13244,0.5616984,GALAXY,train
1237658205054435328,1445774548422125568,20.53403,18.58649,17.50102,17.05064,16.65289,0.1173748,GALAXY,train
1237678847179622144,12741827803454134272,26.09009,23.66569,22.09653,20.99321,20.02163,0.6823183,GALAXY,train
1237678847179817472,4592553781447907328,21.43926,19.22824,17.68267,17.1158,16.76484,0.2688196,GALAXY,test
1237678847182570496,4608390049301813248,22.81074,22.11115,20.4349,19.55698,19.07864,0.4930873,GALAXY,test
1237672766053615104,8564951879469258752,25.72052,23.44414,21.59418,20.51166,19.83996,0.6815245,GALAXY,train
1237668504367006720,7104644849387984896,24.94196,21.43584,19.53328,18.54204,18.28818,0.5030288,GALAXY,train
1237668504370349312,7114817530917836800,22.67274,20.46078,18.73471,18.12073,17.74838,0.3730066,GALAXY,train
1237668310555755520,5859334674204350464,22.63558,21.4603,20.04742,19.22566,18.79873,0.4744509,GALAXY,test
1237658204521038080,9564573985087444992,21.76586,20.97504,20.84033,20.86675,20.61021,2.589999,QSO,train
1237678825168372224,4590453164449486848,20.15932,18.07141,16.92175,16.39711,15.97999,0.1371729,GALAXY,train
1237678825176760320,4864153503382394880,24.00858,23.99219,21.97934,20.84837,22.69333,0.3207534,GALAXY,train
1237668296593244160,2938622471454091264,18.82716,17.7557,17.29293,17.00799,16.83825,0.1092671,GALAXY,train
1237668296598290432,2946548851214936064,19.43204,17.70012,16.75318,16.26663,15.85403,0.1076444,GALAXY,train
1237668296604319744,3104140478551975936,17.54036,16.19036,15.48735,15.08992,14.77264,0.06650374,GALAXY,train
1237668296595734528,2927483040366094336,19.17844,17.3241,16.52128,16.12962,15.8637,0.07331232,GALAXY,train
1237678825174467840,4861816484941551616,24.92856,22.95126,21.03395,20.20348,20.18562,1.060165,GALAXY,train
1237649961386377472,3554504019617619968,19.39381,18.02212,17.41652,17.19206,17.0871,0.0001488679,STAR,train
1237680276868301312,7094563978505115648,26.36815,21.78778,20.18182,19.35126,18.73451,0.4825185,GALAXY,test
1237680122784842240,8054854076494796800,22.19548,20.48761,18.74931,18.05833,17.80965,0.4015167,GALAXY,train
1237671166168793344,3048966711064684544,21.33281,20.02994,19.90014,20.0683,20.06866,0.0004866603,STAR,train
1237650371548217856,4247073482662500352,23.24692,21.51659,20.64483,19.78573,19.37475,0.5715588,GALAXY,test
1237650371554967808,371661083351476224,20.39399,18.44039,17.31742,16.82829,16.41327,0.1383704,GALAXY,test
1237668331501126144,2844036435697231872,20.05492,18.44764,17.66404,17.24456,16.91291,0.07901678,GALAXY,train
1237668331493982720,6173362616481896448,25.20302,20.87348,18.9851,18.27352,17.93278,0.4152193,GALAXY,train
1237678825173353472,4860641656297510912,22.47033,22.31998,20.54155,19.69965,19.1552,0.4495339,GALAXY,test
1237678825170600704,4597236877690689536,22.68221,20.90311,19.08017,18.42753,18.02915,0.3672555,GALAXY,train
1237666407899529984,10363956050856794112,22.16724,22.17249,21.57422,21.96893,20.88972,0.9594542,GALAXY,train
1237650371552870656,4250418745615603712,21.80668,19.8929,18.35963,17.81999,17.44398,0.3246696,GALAXY,test
1237650371563159808,381848596963682304,18.5991,16.70811,15.76747,15.3344,14.98384,0.0838188,GALAXY,train
1237650371544875264,4244798317505304576,21.46574,18.85016,17.49716,16.97137,16.56002,0.2182984,GALAXY,train
1237650371546054656,4261753062337828864,20.49636,20.50748,21.01707,20.09168,22.82692,0.316453,GALAXY,train
1237661362374771200,9570272478154217472,23.97098,22.36414,22.21542,21.91953,21.23443,0.8712256,QSO,train
1237678598614221824,12755341351585077248,26.51723,22.7298,21.62976,20.6172,19.7692,0.7092587,GALAXY,train
1237651539783712768,3217949002813171712,17.54147,15.82487,15.12007,14.8234,14.66566,-0.0001357542,STAR,train
1237651539799900416,2449977509928790016,18.08108,16.58161,16.03391,15.84179,15.75072,-0.0001425821,STAR,train
1237661966893646336,9439709596883376128,24.05905,23.07681,21.34641,20.28362,19.45799,0.6334398,GALAXY,train
1237661966894760192,1637098923443120128,21.65669,20.64943,18.95982,18.20811,17.69935,0.4212028,GALAXY,train
1237661966896267520,5295372613300017152,22.79822,22.52224,21.2069,20.04573,19.84491,0.6721514,GALAXY,train
1237662337864631040,12091150563632502784,23.19076,21.97417,21.78442,21.6577,21.6799,1.660668,GALAXY,train
1237679255199941376,8908159493122316288,23.73051,23.86337,21.66911,20.27652,19.49467,0.6894975,GALAXY,train
1237671166171414528,3219107614398900224,17.54834,16.5398,16.19433,16.0361,15.9864,0.0007222266,STAR,train
1237658493337403648,3547842903332200448,19.59489,18.12102,17.41785,17.11876,16.95741,0.0005500098,STAR,train
1237667781764973056,6744229329323186176,26.1206,22.53738,20.81251,19.95801,19.49827,0.4691013,GALAXY,train
1237678825170338816,4593943565957355520,22.30529,21.60395,20.88529,20.07789,19.9046,0.7458708,GALAXY,train
1237679255202169344,7933322026126956544,27.1543,22.1459,20.57255,19.40518,18.97953,0.598797,GALAXY,train
1237661362369593600,7504171089947547648,24.25253,22.84712,20.7497,19.71807,18.91885,2.984789e-05,STAR,train
1237668332568969728,6183585875479517184,21.42603,19.37008,17.91898,17.40292,17.01573,0.2555687,GALAXY,test
1237668332572508416,2837394011109484544,20.10472,18.23654,17.68164,17.36051,17.08636,0.04762406,GALAXY,train
1.237654898464e+18,4248223846082304000,22.13113,21.54424,19.47968,18.7625,18.34014,0.4209822,GALAXY,train
1237654898465177856,4265166220855367680,25.66407,21.81623,20.08829,19.27666,18.85973,0.4510173,GALAXY,train
1237654898465243904,4249294770474866688,22.65955,22.33162,20.4383,19.50459,19.02207,0.5695483,GALAXY,train
1237671940334419968,689158804884973568,21.08561,18.98189,17.72421,17.20767,16.84707,0.2080183,GALAXY,train
1237667430096699648,2584081086338328576,19.26892,18.00464,17.44166,17.13741,16.89799,0.1139267,GALAXY,train
1237678890664591616,8866613890974504960,20.61612,20.5363,20.3066,20.26797,20.14553,1.370624,QSO,train
1237678890668130560,4897846657155356672,21.83386,20.78984,20.7196,20.44833,20.40733,-0.0004148365,STAR,train
1237659161203180288,5853645801562331136,23.61861,22.05881,20.44235,19.54497,19.00886,0.5131822,GALAXY,test
1237659161207113472,4716590792990545920,25.90555,22.51031,21.44596,20.00962,19.43645,0.6966727,GALAXY,train
1237655375183544832,9611933258372896768,21.36603,20.95327,20.84782,20.9344,20.35829,0.6865466,QSO,test
1237655375184855296,6798218374306617344,19.78134,19.07324,19.05376,18.96954,18.77805,2.384373,QSO,train
1237668331494572288,3098499434548324352,20.00285,17.80225,16.7501,16.28175,15.9137,0.09650044,GALAXY,train
1237668331496734976,3100764698463725568,18.87447,16.79255,15.76824,15.30181,14.91407,0.08716296,GALAXY,train
1237668331488477184,3090598064046499840,20.42032,18.31037,17.2596,16.81603,16.43307,0.1281516,GALAXY,train
1237668331500798464,5862790438948460544,24.80082,22.20015,20.15679,19.26692,18.86844,0.4674121,GALAXY,test
1237662224611672320,4337113863680186368,21.96336,21.45355,21.66269,21.29185,21.16436,2.222793,QSO,train
1237678825173943040,4860743361123080192,22.96508,21.43629,20.03452,19.25562,18.77318,0.5227864,GALAXY,train
1237668296604254720,6135069375483631616,22.10004,20.77988,19.07408,18.46193,18.14933,0.3506666,GALAXY,train
1237668296604320000,3104141028307789824,20.79242,18.75096,17.80704,17.36858,17.0224,0.08088652,GALAXY,train
1237668296600125696,2933112543943616512,18.75661,17.26679,16.41312,15.94929,15.61261,0.1230927,GALAXY,train
1237673706653679616,492148857770108928,23.76163,23.61461,21.73244,20.76445,20.41888,0.3556587,GALAXY,train
1237667781745640192,5992260681646495744,23.19735,21.36538,20.37386,19.49592,19.0808,0.6571748,GALAXY,train
1237673809727455488,5055454228518295552,23.83521,22.11116,20.43845,19.60748,19.0289,0.2907796,GALAXY,train
1237655503494841088,9604078347337619456,22.63313,21.32955,21.36004,21.43757,21.88967,2.477526,QSO,test
1237658493336682496,2682035210165446656,18.47995,17.49513,17.06962,16.90091,16.82126,0.000603161,STAR,train
1237671956446576896,1028035441330251776,20.52757,18.80153,17.48747,16.96018,16.59833,0.2175579,GALAXY,train
1237680508259139840,8.732554035302e+18,20.62985,19.50863,19.08011,18.95754,18.98054,-0.001336658,STAR,train
1237668299282645504,6598020395894593536,23.28022,21.60294,20.78286,20.75795,21.32633,0.0005487297,STAR,train
1237650371558965248,376198211758483456,18.61092,17.09537,16.38324,16.01349,15.77044,0.07157353,GALAXY,train
1237650371544613376,4244781000197167104,22.88658,21.14708,19.31035,18.64748,18.19861,0.3868767,GALAXY,train
1237679255202300928,7933344016359512064,24.0823,22.46131,20.60132,19.45331,18.99299,0.6340131,GALAXY,train
1237679318016066304,5105016368333608960,25.77192,23.1222,21.28469,20.16183,19.44862,0.6206269,GALAXY,train
1237679318014427392,6926676792922363904,22.10453,20.17371,18.57214,17.94374,17.57016,0.2807983,GALAXY,train
1237678905705497088,6940067195566446592,24.00317,21.67903,20.05544,19.27532,18.77958,0.4484291,GALAXY,test
1237679079129088512,8896900494926305280,23.70695,24.50812,21.90019,20.74693,19.81706,0.6962034,GALAXY,train
1237655503496544768,5610487976570411008,21.65702,19.82721,19.30636,19.10311,19.01136,3.156954,QSO,train
1237680243604652544,8058241396791072768,23.36085,22.35316,20.52676,19.56671,18.95588,0.4857619,GALAXY,train
1237680243604914688,8058261188000372736,22.94642,23.10839,20.92166,19.94366,19.47993,0.442001,GALAXY,train
1237666210875441920,3169496547624773632,19.77068,18.12293,17.46173,17.20094,17.03341,2.093707e-05,STAR,train
1237651496828666880,10548753449792854016,22.9218,23.10917,21.28561,20.13262,19.29569,0.6047317,GALAXY,test
1237651496834171392,4152556714292697088,23.12371,21.75542,20.48848,19.58197,19.14594,0.5760312,GALAXY,train
1237651496834302208,497757741561964544,19.60608,17.61985,16.65821,16.19464,15.83488,0.07445138,GALAXY,train
1237651496830108416,7177701072647247872,25.68195,21.81257,20.18494,19.08398,18.33996,4.157781e-05,STAR,train
1237651496830960640,9318189365275678720,25.36059,24.71488,21.62389,20.46969,19.64949,0.7837908,GALAXY,train
1237669762252145664,12740796186635819008,21.49617,20.97623,20.81431,20.75654,20.41032,2.43763,QSO,train
1237672766053352192,6894131799385200640,26.0653,22.22147,20.46993,19.51265,19.01392,0.5226982,GALAXY,train
1237661966894432768,9439816249511270400,23.99375,22.50638,21.39512,20.32723,19.59291,0.7028596,GALAXY,train
1237651539790135552,559734190157883392,25.4147,22.86678,21.3279,19.45406,18.43936,7.820227e-05,STAR,test
1237680243067847168,8058232050942236672,23.42873,22.725,21.05311,19.90412,19.15721,0.580575,GALAXY,test
1237661137958994432,1605605610261342208,23.21236,21.44908,20.44952,20.0855,19.55059,-0.000817001,STAR,train
1237659324961849600,5629592538828789760,24.55086,23.24906,21.2976,20.15154,19.50583,0.4992297,GALAXY,train
1237657627892122112,1043779075866388480,20.41375,18.56423,17.65269,17.22945,16.89498,0.07880113,GALAXY,train
1237657627912634624,986299908044646400,17.88151,16.81401,16.35106,16.10382,15.92152,0.02218493,GALAXY,train
1237657627916697600,991942596668450816,21.35845,18.91864,17.74928,17.23586,16.87059,0.1322863,GALAXY,train
1237680327878837504,8748414759572101120,24.70254,24.66041,21.81008,20.67804,19.78566,0.6828046,GALAXY,train
1237678619578990848,1.0611664207975e+19,23.20634,22.80099,22.29986,21.59016,21.77934,0.8610206,GALAXY,train
1237662337874067712,1604424183675119616,25.15378,24.76277,23.79931,25.60949,20.29618,-0.000156861,STAR,train
1237668294446350336,2803648068312918016,17.06687,15.30841,14.48681,14.0931,13.79358,0.02658254,GALAXY,train
1237678825709830656,12755558230253656064,20.88994,20.68625,20.61168,20.39545,20.49987,1.753031,QSO,train
1237678825710092800,12764416995522533376,21.48936,20.95716,20.61252,20.17755,20.06909,1.664235,QSO,train
1237657070090060032,1205877327444076544,19.67863,18.59875,18.13473,17.86104,17.65941,0.0536035,GALAXY,train
1237657070090911744,4773923448673294336,20.11331,18.79152,18.45884,18.291,17.74628,0.051764,GALAXY,train
1237657070088356096,1753056446905346048,19.89437,18.68894,18.09501,17.76015,17.65408,0.07428761,GALAXY,train
1237657070089798144,4771628218150311936,22.41006,21.44483,21.11732,20.6413,20.19779,0.6779241,QSO,test
1237663457778140416,10384211807443376128,23.6997,22.43135,21.8418,21.20512,20.80993,0.7917454,GALAXY,train
1.23765719091e+18,1221647895753680896,23.36846,20.93472,19.45544,18.24602,17.61805,-1.026978e-05,STAR,test
1237657190905151744,8836090898079307776,23.66102,22.66768,21.97512,21.67537,21.36537,3.387276e-05,STAR,test
1237657190909411840,8858631986748872704,23.30326,22.03754,21.7966,21.87053,21.39911,2.47702,QSO,test
